label,bag,inst,img,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,principal component 11,principal component 12,principal component 13,principal component 14,principal component 15,principal component 16,principal component 17,principal component 18,principal component 19,principal component 20,principal component 21,principal component 22,principal component 23,principal component 24,principal component 25,principal component 26,principal component 27,principal component 28,principal component 29,principal component 30,principal component 31,principal component 32,principal component 33,principal component 34,principal component 35,principal component 36,principal component 37,principal component 38,principal component 39,principal component 40,principal component 41,principal component 42,principal component 43,principal component 44,principal component 45,principal component 46,principal component 47,principal component 48,principal component 49,principal component 50
CTR,1,1,10_S_3_0.jpeg,-0.8865633802376711,-9.814194035149642,4.119864284287555,1.0566313161243717,0.6182673934248235,-0.48060451764309803,1.4109795367003637,1.5603416789582063,-1.7127058874171872,-0.6866683597663115,-0.7016448365051825,0.35743908243699507,1.6764677051360262,0.25988234777160635,-0.8533675062089559,1.6870242195766607,-0.8025786765512594,0.45122774242054686,0.42081599513472007,0.49865465706222906,-1.9685412438374206,-0.9414067097506261,0.0006484065381670799,-1.2976641031024243,0.9091032321065683,1.8124212595377782,0.6060003189246481,-1.266806922206608,-0.21045713590846854,0.11821845588827733,-2.267489592117514,-1.1719332542152778,0.1714727124623266,0.4597238826048518,0.6242002260708325,-0.13999563041797278,-0.7171127516403171,1.2125105485003953,-0.08761908269943283,-0.41683911541244123,0.7933292190694446,0.31428804003451977,-0.27294685442614364,0.8652179876122114,-0.40813478650704127,-0.6923835392668011,0.4036129552565504,0.06792110975908881,0.342031348257963,0.4928492077333066
CTR,1,2,10_S_3_1.jpeg,19.623776325550207,-0.40535103795790584,-6.345953974503068,3.0785357854224755,1.7372636138915292,-0.8727942243172441,-2.7316892117533844,-1.5810894329639549,2.1245435099638414,-3.1469050598244412,2.4727463514741457,-0.01573112885526241,0.07072715107594599,-2.550955957153022,0.5699071703799997,-2.356406039979597,-1.7687303785094166,0.8279364487634222,-1.894896152954898,0.8064658721900138,-3.1587634035853296,-0.9063716620412238,0.772840328729265,-0.6576044187373234,1.8162886174038106,1.2724784275109011,2.0545733822101147,0.13030625070814855,-0.615147700323917,-1.9736852945281902,-1.1980659257776467,-1.0040532602285486,-0.488168908272361,0.17281792795728743,-0.031866249299483874,-0.5599062926002946,-1.7286896758815118,-0.3341028921640849,1.0187516928432265,-1.0336700155839156,-0.23250747814193798,0.9957671668898215,-1.2359572349370744,-1.2909559543905393,0.20552646168329444,-0.2701585871172121,0.09269569539356556,-0.10895742714259055,1.2111657310286705,0.6873177834343868
CTR,1,3,10_S_3_2.jpeg,-8.707896754889028,-1.8313986476868611,-2.6546220144021637,0.2294641724109627,-0.8704411837744157,3.7161445048439234,1.8224824061914162,0.49135411382871796,-2.209908707580151,-0.4605468706108267,-2.476053639824534,1.2841670529741156,0.5981829884027637,0.5739154196440293,-0.2040432972698861,-1.0290901951591218,-0.5396769500771965,1.159024574551867,-0.954149297549319,0.5230022348546577,-1.7746346385565326,1.0649673345791604,0.19156515241701322,-0.052105966943842605,1.0604424159624168,0.7535649557437923,1.1081115536367578,0.7965984634060627,0.12428162544624827,-0.4107597059070124,0.08945929203518058,-0.8492499329634667,-1.7108162680113144,-1.1613010045668946,0.09867633773049946,-0.37219778845477786,-0.6265748472444502,-0.5720760510198893,-0.5029889170856013,-2.41108530868265,0.2557913579712806,1.825389349561599,-0.3511966063454601,-0.3560008896968762,-0.9808845646568229,-0.053434303959013316,-0.9273445122269438,0.1683694694172677,0.28415946286484084,1.2251070008318021
CTR,1,4,10_S_3_3.jpeg,0.14593411617275115,-1.1104868079161954,-4.999175639351621,-0.5425062273280851,1.6843566187943453,-1.2938037798924038,0.6619799610963768,2.314277922684623,1.625354583485693,-1.2006247406181632,0.052582486584206584,0.0017870276316886346,2.599646010109741,0.1247842904025899,0.12164625543053391,1.6825472539265083,-2.117035372957162,0.43344371596125086,-0.33121890233028234,0.7357715647491826,-1.2457055837803197,-0.962543389285803,0.31383915873302387,-0.8189380037615024,1.5630285563070945,0.553169599352351,-0.10246387936208445,-0.7337479071462576,-0.30066887257814184,-0.8925946389211307,0.54929285521003,-0.989795386183971,-0.16058836661204898,0.8320512033715101,-0.24760345718563315,-0.11512924900431624,0.24956848294861309,0.18708022007488162,-0.13922373668330487,-0.5112179042785426,-1.099501083785682,-0.27568478223508924,0.8354503038235955,0.8567938488080118,-0.429233623181726,-0.5364198642186566,-0.4081477267866664,-0.4923045098356451,0.6260282036113494,-0.09713832995235738
CTR,1,5,10_S_3_0.jpeg,-17.714115916826913,-3.1537169881559417,-1.8178991664246857,-1.3377772323848351,-0.7522376398903039,4.027221571898043,-6.510564546501395,1.8841445975466808,0.11156775627302394,-0.4235206675637776,1.0841059979099719,-0.7255523861732237,-1.3700406791535258,0.7726161462230436,-1.3624535891236258,-0.36271699023765464,2.203297865742783,0.1749123744850177,1.4686393358356726,1.00769650004397,-1.0788607104497248,2.468660079305785,-1.6499269042481286,-2.699989007949081,0.42419336867443397,1.4283646895066375,0.6226861509752235,0.9824121637288951,-0.9610308939354131,-0.4079741025901658,0.7807481727068285,-1.4732981720987093,-0.937421077268167,0.14924822338922128,-0.6594845569402062,0.4930761975027634,-1.0525139952127076,0.9099492172447465,1.8209166024131518,0.12273492607237017,-0.8070213500983534,-0.43099438859456807,-0.03489471305345141,1.2371393351184834,-0.2740661158018766,-0.49004718777759765,0.08234507908431915,1.897988617633756,-1.032462126635377,0.28586437626854505
CTR,1,6,10_S_3_1.jpeg,-12.770214349679884,-0.11914605035790928,-1.3216892056567766,-0.3671693358692799,-2.598705451866017,3.967651958471844,-2.0343714453415638,2.360452134256277,-2.7032820947783405,0.3591624601046444,0.0839863740677976,-0.9421208740756365,-1.1533216067109948,-1.3343303925536578,0.7189785251021217,-0.902826560472226,-0.4231437092219648,-0.5428430756203174,1.376199430606935,-0.02561481339890605,-0.23556285999803458,1.0638169010979766,-1.2719365755154266,0.31971029596293954,0.24506978386922015,0.8505940537847376,0.8202751289032895,1.3649206233769018,-0.4496165985143267,-0.10902953214547367,0.31144040649011523,-0.7321233626479998,-1.9322581946808817,-0.9051426178440319,-0.3615198242607759,0.1868285650972627,0.47689777130367267,-0.30283476702869894,0.2802353412207284,-0.18545633077806767,-0.06245617056959255,-0.1349114498982629,0.6627447031821789,-0.4088396646948928,0.7375586525949631,0.5466344394885184,-0.0035649909220447206,-0.17563722017712038,0.7539193990435765,-0.25459670043374627
CTR,1,7,10_S_3_2.jpeg,-12.153352910179045,-0.43881323609668876,-0.94020597870659,-2.3323068768563076,-1.1820879901347854,3.40121355625845,-1.3095264130426614,1.4908375947852357,-1.9398307833939397,0.110734380146318,0.12033090043748537,-0.24845895098135898,-0.26413881712931714,-0.5079291005006004,-0.33583594022206825,-0.7048626253117518,-2.006273929573268,-0.14099790931226608,0.4630985551079407,0.0779736539100126,-1.3572320001347105,1.417048487753289,-0.8397500570426708,0.561126373688418,-1.611044538647218,0.7686343243885239,0.6276820220114369,1.0163109888005095,-0.5305427450605714,-0.5678025961988907,1.073055003663113,-0.6167989214676617,-0.6282072756634054,-0.390279268401369,-0.5803521688798584,0.48478152670214836,1.2898729352656884,0.44348986302434124,0.47329070820517766,1.0760302318355832,-0.1587584167801659,0.7778459340400385,-0.507925157387625,-1.4137792302871912,0.08843326185164788,0.5720249552855446,-0.7063370342747743,-0.09343812714283085,-0.1101251847121124,0.5420374631965434
CTR,2,1,11_S_3_0.jpeg,-3.9204697990671273,-5.691275649297173,1.7657068123162065,-2.1425473218772075,1.1831786484638858,0.805539419610804,2.3029927777107178,1.3449631479287554,-2.338146473366883,-0.14017182124200253,0.7894195910704723,-1.5791180543160561,1.0406138154959628,1.5663607710278613,-0.13504662646102975,-0.39720476659600223,0.34953110727297254,-0.2795437467163695,-0.14729904649035616,-0.2208084409674874,-0.9294041707875802,-1.4172138420494016,0.2517177654206164,-0.04651980369261813,0.18547189737043382,0.19644739198634534,-0.044772611451677165,0.2293764448502987,-0.08825568726565022,0.05517383119846542,-0.30148999834041706,-0.3362268907697673,1.6523092846004812,-0.04163632367598505,-0.5047591350790461,0.9918068155081731,-0.6574777983475601,0.1268162057820657,0.3277378693894332,0.4418784973232343,0.6008837931832978,-0.45779932206421364,0.37452174383393155,0.18762798665358876,0.9306646599897558,-1.0145397676257328,0.04339711950040748,-1.2818727685854505,-0.6513731229436155,0.6011244821545497
CTR,2,2,11_S_3_0.jpeg,-8.985274431870074,3.3595797435400323,1.1252259138946181,1.3606314057543507,-1.5764149203775693,0.2377267391140554,2.2686532659132137,-1.7177772506529716,-0.5869796872344529,1.1923805735951696,0.16579961485832082,-0.8961654999119915,0.1335916741730841,2.170648727978623,-0.7706988530137958,-1.4222908983267952,-1.6716640978736386,1.5977423573081604,0.1772175171799146,-0.047349892409312255,-0.5218440097391944,-0.999248795927824,0.4405025728251234,0.9846830535888103,-0.5815801209914763,-0.41168106918890596,-0.8708924761208565,-1.3711498528917432,0.3972528122493239,-0.9598466179200172,-0.13302839486836518,-0.7023865183138743,1.4989922706745982,1.116278451523759,0.18883419477282057,1.113806908950338,0.4588848728494426,0.5535339628588569,-0.18919684790740607,0.40422130838432063,0.4857338705677743,-0.25685185694507434,0.008510772185825194,0.07039419955695952,0.4530396115063208,-0.034339776107420575,0.19378259345202886,-0.29202824234748104,0.1235965479356895,0.6708591117151856
CTR,2,3,11_S_3_1.jpeg,-12.464392020241254,-0.9241861860985864,0.11002251043976811,-0.9985549772282523,-1.0314741137421393,1.675622415452042,-1.034943889171328,-0.05477643978128554,-1.1687014342491224,-0.9002546218931914,1.4074290243091299,0.9091920039267004,0.708021238216367,-0.2710108332977741,1.154545371513382,-1.7011316365874516,-0.9653983745846176,-1.656957855998749,-1.238583745455915,0.568100038724999,-1.0637284124853503,0.6816061698922197,-0.472795275401835,-0.3696682875082523,1.591459131209761,0.3794739459815395,0.49606572275045413,-0.5059170335326486,-0.0034458778613018722,0.11795803579655065,-0.4193115620693652,0.11963195996277917,-1.3206931655065968,-0.05560618353388559,0.007950709253967864,-0.03208937321718957,-0.4273441508223376,-0.49933301436048394,-0.0855788427691343,-1.4296074893727477,0.14761818917578526,-0.6820824006926726,0.4664923697710834,0.3040044056560005,-0.451427285253538,-0.6389119053077472,-0.34482260815057425,-0.8340060839208548,0.5846664945437537,-0.5150483105509549
